0, 1701182020010964, 1701182020010964
1, 1701182020046353, 35389
2, 1701182020059515, 13162
3, 1701182020073418, 13903
4, 1701182020088767, 15349
5, 1701182020103429, 14662
6, 1701182020118108, 14679
7, 1701182020131047, 12939
8, 1701182020145651, 14604
9, 1701182020161092, 15441
10, 1701182020176041, 14949
11, 1701182020191150, 15109
12, 1701182020203995, 12845
13, 1701182020222937, 18942
14, 1701182020238391, 15454
15, 1701182020250340, 11949
16, 1701182020262284, 11944
17, 1701182020274204, 11920
18, 1701182020286152, 11948
19, 1701182020298045, 11893
20, 1701182020309928, 11883
21, 1701182020325037, 15109
22, 1701182020338359, 13322
23, 1701182020352338, 13979
24, 1701182020366892, 14554
25, 1701182020380628, 13736
26, 1701182020394399, 13771
27, 1701182020406294, 11895
28, 1701182020418173, 11879
29, 1701182020430065, 11892
30, 1701182020443720, 13655
31, 1701182020457379, 13659
32, 1701182020469295, 11916
33, 1701182020481461, 12166
34, 1701182020495300, 13839
35, 1701182020507206, 11906
36, 1701182020519084, 11878
37, 1701182020530946, 11862
38, 1701182020542830, 11884
39, 1701182020555800, 12970
40, 1701182020570620, 14820
41, 1701182020585673, 15053
42, 1701182020601274, 15601
43, 1701182020615551, 14277
44, 1701182020630292, 14741
45, 1701182020645057, 14765
46, 1701182020659953, 14896
47, 1701182020675016, 15063
48, 1701182020689586, 14570
49, 1701182020704354, 14768
50, 1701182020719415, 15061
51, 1701182020733853, 14438
52, 1701182020748238, 14385
53, 1701182020762789, 14551
54, 1701182020778227, 15438
55, 1701182020792862, 14635
56, 1701182020808308, 15446
57, 1701182020823786, 15478
58, 1701182020839202, 15416
59, 1701182020851127, 11925
60, 1701182020863022, 11895
61, 1701182020874914, 11892
62, 1701182020886869, 11955
63, 1701182020899487, 12618
64, 1701182020914994, 15507
65, 1701182020929791, 14797
66, 1701182020944509, 14718
67, 1701182020959811, 15302
68, 1701182020974936, 15125
69, 1701182020989613, 14677
70, 1701182021005045, 15432
71, 1701182021020527, 15482
72, 1701182021035186, 14659
73, 1701182021049895, 14709
74, 1701182021065324, 15429
75, 1701182021080794, 15470
76, 1701182021096228, 15434
77, 1701182021111000, 14772
78, 1701182021126208, 15208
79, 1701182021140756, 14548
80, 1701182021155291, 14535
81, 1701182021169986, 14695
82, 1701182021185047, 15061
83, 1701182021199778, 14731
84, 1701182021214452, 14674
85, 1701182021229922, 15470
86, 1701182021245292, 15370
87, 1701182021259523, 14231
88, 1701182021274936, 15413
89, 1701182021289700, 14764
90, 1701182021304354, 14654
91, 1701182021319806, 15452
92, 1701182021334524, 14718
93, 1701182021349217, 14693
94, 1701182021366262, 17045
95, 1701182021385623, 19361
96, 1701182021400306, 14683
97, 1701182021415463, 15157
98, 1701182021430121, 14658
99, 1701182021444955, 14834
