0, 1701178205523446, 1701178205523473, 27
1, 1701178205539589, 1701178205539606, 17
2, 1701178205551950, 1701178205551967, 17
3, 1701178205564307, 1701178205564324, 17
4, 1701178205576698, 1701178205576715, 17
5, 1701178205589067, 1701178205589084, 17
6, 1701178205601446, 1701178205601462, 16
7, 1701178205613835, 1701178205613851, 16
8, 1701178205626234, 1701178205626251, 17
9, 1701178205638668, 1701178205638685, 17
10, 1701178205651083, 1701178205651099, 16
11, 1701178205663507, 1701178205663523, 16
12, 1701178205675940, 1701178205675956, 16
13, 1701178205688411, 1701178205688427, 16
14, 1701178205700862, 1701178205700878, 16
15, 1701178205713320, 1701178205713336, 16
16, 1701178205725789, 1701178205725805, 16
17, 1701178205738270, 1701178205738287, 17
18, 1701178205750787, 1701178205750803, 16
19, 1701178205763283, 1701178205763299, 16
20, 1701178205779083, 1701178205779099, 16
21, 1701178205791419, 1701178205791435, 16
22, 1701178205803792, 1701178205803809, 17
23, 1701178205816163, 1701178205816179, 16
24, 1701178205828526, 1701178205828542, 16
25, 1701178205840898, 1701178205840915, 17
26, 1701178205853280, 1701178205853296, 16
27, 1701178205865700, 1701178205865717, 17
28, 1701178205878107, 1701178205878123, 16
29, 1701178205890516, 1701178205890532, 16
30, 1701178205902936, 1701178205902952, 16
31, 1701178205915391, 1701178205915407, 16
32, 1701178205927828, 1701178205927844, 16
33, 1701178205940274, 1701178205940290, 16
34, 1701178205952728, 1701178205952745, 17
35, 1701178205965193, 1701178205965209, 16
36, 1701178205977695, 1701178205977711, 16
37, 1701178205990181, 1701178205990197, 16
38, 1701178206002691, 1701178206002707, 16
39, 1701178206015229, 1701178206015245, 16
40, 1701178206031100, 1701178206031116, 16
41, 1701178206043471, 1701178206043488, 17
42, 1701178206055852, 1701178206055868, 16
43, 1701178206068240, 1701178206068256, 16
44, 1701178206080640, 1701178206080656, 16
45, 1701178206093075, 1701178206093091, 16
46, 1701178206105496, 1701178206105513, 17
47, 1701178206117923, 1701178206117939, 16
48, 1701178206130361, 1701178206130376, 15
49, 1701178206142836, 1701178206142878, 42
50, 1701178206155323, 1701178206155339, 16
51, 1701178206167787, 1701178206167804, 17
52, 1701178206180256, 1701178206180273, 17
53, 1701178206192697, 1701178206192713, 16
54, 1701178206205178, 1701178206205195, 17
55, 1701178206217643, 1701178206217659, 16
56, 1701178206230119, 1701178206230135, 16
57, 1701178206242601, 1701178206242618, 17
58, 1701178206255123, 1701178206255139, 16
59, 1701178206267626, 1701178206267642, 16
60, 1701178206283431, 1701178206283448, 17
61, 1701178206295768, 1701178206295784, 16
62, 1701178206308126, 1701178206308143, 17
63, 1701178206320505, 1701178206320521, 16
64, 1701178206332868, 1701178206332885, 17
65, 1701178206345240, 1701178206345256, 16
66, 1701178206357621, 1701178206357637, 16
67, 1701178206370041, 1701178206370057, 16
68, 1701178206382448, 1701178206382465, 17
69, 1701178206394858, 1701178206394875, 17
70, 1701178206407276, 1701178206407292, 16
71, 1701178206419703, 1701178206419719, 16
72, 1701178206432186, 1701178206432202, 16
73, 1701178206444632, 1701178206444649, 17
74, 1701178206457087, 1701178206457103, 16
75, 1701178206469550, 1701178206469566, 16
76, 1701178206482054, 1701178206482069, 15
77, 1701178206494539, 1701178206494555, 16
78, 1701178206507031, 1701178206507047, 16
79, 1701178206519532, 1701178206519548, 16
80, 1701178206535337, 1701178206535354, 17
81, 1701178206547700, 1701178206547716, 16
82, 1701178206560065, 1701178206560082, 17
83, 1701178206572419, 1701178206572435, 16
84, 1701178206584781, 1701178206584797, 16
85, 1701178206597178, 1701178206597194, 16
86, 1701178206609557, 1701178206609573, 16
87, 1701178206621948, 1701178206621964, 16
88, 1701178206634353, 1701178206634369, 16
89, 1701178206646792, 1701178206646809, 17
90, 1701178206659239, 1701178206659255, 16
91, 1701178206671664, 1701178206671680, 16
92, 1701178206684101, 1701178206684117, 16
93, 1701178206696547, 1701178206696563, 16
94, 1701178206709029, 1701178206709045, 16
95, 1701178206721492, 1701178206721508, 16
96, 1701178206741095, 1701178206741159, 64
97, 1701178206755572, 1701178206755630, 58
98, 1701178206773151, 1701178206773209, 58
99, 1701178206787317, 1701178206787374, 57
