0, 1701177600813391, 1701177600813391
1, 1701177600831634, 18243
2, 1701177600843564, 11930
3, 1701177600857217, 13653
4, 1701177600875027, 17810
5, 1701177600886913, 11886
6, 1701177600903060, 16147
7, 1701177600914972, 11912
8, 1701177600927163, 12191
9, 1701177600939079, 11916
10, 1701177600954318, 15239
11, 1701177600966207, 11889
12, 1701177600980383, 14176
13, 1701177600992278, 11895
14, 1701177601004780, 12502
15, 1701177601019782, 15002
16, 1701177601031686, 11904
17, 1701177601043594, 11908
18, 1701177601056233, 12639
19, 1701177601071438, 15205
20, 1701177601087022, 15584
21, 1701177601102993, 15971
22, 1701177601115039, 12046
23, 1701177601126928, 11889
24, 1701177601138858, 11930
25, 1701177601151098, 12240
26, 1701177601163233, 12135
27, 1701177601175152, 11919
28, 1701177601187055, 11903
29, 1701177601203997, 16942
30, 1701177601215890, 11893
31, 1701177601227807, 11917
32, 1701177601239729, 11922
33, 1701177601257362, 17633
34, 1701177601270780, 13418
35, 1701177601282657, 11877
36, 1701177601294623, 11966
37, 1701177601313982, 19359
38, 1701177601332008, 18026
39, 1701177601351063, 19055
40, 1701177601364752, 13689
41, 1701177601376757, 12005
42, 1701177601395016, 18259
43, 1701177601406905, 11889
44, 1701177601420556, 13651
45, 1701177601432473, 11917
46, 1701177601444369, 11896
47, 1701177601459771, 15402
48, 1701177601473452, 13681
49, 1701177601485344, 11892
50, 1701177601497390, 12046
51, 1701177601510784, 13394
52, 1701177601522675, 11891
53, 1701177601543073, 20398
54, 1701177601554959, 11886
55, 1701177601574922, 19963
56, 1701177601586816, 11894
57, 1701177601598750, 11934
58, 1701177601611058, 12308
59, 1701177601622946, 11888
60, 1701177601635439, 12493
61, 1701177601647342, 11903
62, 1701177601661027, 13685
63, 1701177601673033, 12006
64, 1701177601684944, 11911
65, 1701177601698102, 13158
66, 1701177601710030, 11928
67, 1701177601721967, 11937
68, 1701177601734856, 12889
69, 1701177601746782, 11926
70, 1701177601767049, 20267
71, 1701177601778974, 11925
72, 1701177601790871, 11897
73, 1701177601803642, 12771
74, 1701177601819086, 15444
75, 1701177601831055, 11969
76, 1701177601842948, 11893
77, 1701177601854850, 11902
78, 1701177601866733, 11883
79, 1701177601882091, 15358
80, 1701177601894086, 11995
81, 1701177601906007, 11921
82, 1701177601918786, 12779
83, 1701177601931073, 12287
84, 1701177601943581, 12508
85, 1701177601955519, 11938
86, 1701177601967402, 11883
87, 1701177601979312, 11910
88, 1701177601998391, 19079
89, 1701177602010284, 11893
90, 1701177602024896, 14612
91, 1701177602036803, 11907
92, 1701177602048823, 12020
93, 1701177602060707, 11884
94, 1701177602077614, 16907
95, 1701177602089501, 11887
96, 1701177602101392, 11891
97, 1701177602115038, 13646
98, 1701177602127009, 11971
99, 1701177602138901, 11892
